path	'/Users/Elisa/Documents/GitHub/Phys359/Compton Scattering/al_45deg.Chn'
403	8
404	8
405	7
406	8
407	7
408	8
409	7
410	6
411	7
412	9
413	5
414	7
415	3
416	9
417	4
418	3
419	7
420	6
421	9
422	9
423	4
424	7
425	2
426	3
427	10
428	7
429	10
430	6
431	9
432	10
433	4
434	4
435	6
436	3
437	7
438	8
439	4
440	5
441	7
442	8
443	9
444	10
445	4
446	6
447	4
448	3
449	7
450	6
451	4
452	4
453	7
454	4
455	5
456	2
457	6
458	6
459	3
460	2
461	2
462	5
463	5
464	6
465	5
466	1
467	8
468	5
469	3
470	5
471	6
472	5
473	5
474	4
475	8
476	8
477	7
478	4
479	4
480	11
481	4
482	6
483	5
484	3
485	2
486	8
487	1
488	7
489	9
490	6
491	8
492	4
493	3
494	0
495	7
496	4
497	6
498	8
499	7
500	7
501	4
502	9
503	5
504	7
505	3
506	4
507	3
508	4
509	4
510	7
511	5
512	6
513	7
514	5
515	5
516	5
517	2
518	5
519	4
520	2
521	2
522	4
523	3
524	3
525	3
526	1
527	5
528	9
529	8
530	4
531	3
532	6
533	11
534	4
535	7
536	4
537	4
538	4
539	8
540	5
541	5
542	6
543	5
544	4
545	3
546	5
547	3
548	3
549	4
550	5
551	4
552	6
553	8
554	5
555	5
556	11
557	1
558	3
559	7
560	8
561	6
562	3
563	2
564	7
565	5
566	4
567	7
568	2
569	5
570	4
571	3
572	9
573	6
574	2
575	4
576	2
577	1
578	3
579	6
580	2
581	2
582	7
583	6
584	5
585	4
586	7
587	3
588	6
589	10
590	3
591	6
592	4
593	1
594	6
595	4
596	3
597	2
598	2
599	5
600	5
601	3
602	1
603	6
604	7
605	5
606	8
607	4
608	7
609	5
610	5
611	4
612	3
613	3
614	5
615	3
616	3
617	3
618	5
619	5
620	8
621	6
622	2
623	6
624	2
625	5
626	3
627	8
628	4
629	6
630	4
631	1
632	8
633	5
634	5
635	3
636	0
637	5
638	2
639	3
640	1
641	3
642	3
643	0
644	3
645	5
646	3
647	7
648	3
649	3
650	1
651	4
652	2
653	2
654	5
655	2
656	2
657	3
658	4
659	3
660	4
661	3
662	4
663	0
664	5
665	3
666	4
667	4
668	5
669	2
670	1
671	0
672	0
673	1
674	1
675	3
676	2
677	2
678	4
679	2
680	1
681	5
682	0
683	2
684	3
685	4
686	3
687	1
688	2
689	2
690	2
691	4
692	1
693	4
694	5
695	0
696	6
697	0
698	2
699	1
700	2
701	2
702	1
703	0
704	2
705	6
706	2
707	2
708	4
709	3
710	2
711	1
712	2
713	0
714	1
715	1
716	3
717	1
718	3
719	2
720	1
721	2
722	1
723	0
724	2
725	2
726	2
727	4
728	1
729	2
730	1
731	0
732	1
733	0
734	2
735	1
736	1
737	4
738	1
739	4
740	0
741	1
742	1
743	4
744	4
745	0
746	0
747	5
748	0
749	1
750	3
751	1
752	3
753	3
754	1
755	2
756	4
757	6
758	2
759	4
760	5
761	0
762	1
763	0
764	2
765	3
766	0
767	4
768	1
769	1
770	4
771	1
772	5
773	2
774	4
775	4
776	2
777	5
778	1
779	3
780	3
781	4
782	6
783	1
784	3
785	2
786	3
787	2
788	2
789	5
790	2
791	7
792	3
793	2
794	3
795	5
796	11
797	5
798	3
799	3
800	12
801	5
802	5
803	5
804	8
805	4
806	6
807	1
808	6
809	2
810	3
811	4
812	4
813	6
814	4
815	3
816	1
817	0
818	2
819	4
820	4
821	5
822	5
823	4
824	3
825	4
826	2
827	2
828	3
829	6
830	2
831	2
832	2
833	2
834	5
835	0
836	4
837	1
838	2
839	1
840	1
841	3
842	1
843	1
844	5
845	0
846	2
847	2
848	1
849	0
850	0
851	0
852	4
853	1
854	0
855	1
856	1
857	1
858	0
859	1
860	2
861	1
862	0
863	0
864	1
865	0
866	0
867	1
868	0
869	0
870	0
871	0
872	2
873	0
874	0
875	0
876	0
877	0
878	0
879	0
880	1
881	0
882	1
883	0
884	0
885	0
886	1
887	1
888	1
889	0
890	0
891	0
892	1
893	4
894	0
895	3
896	0
897	0
898	0
899	0
900	1
901	0
902	1
903	2
904	0
905	0
906	0
907	2
908	1
909	1
910	0
911	0
912	1
913	1
914	2
915	0
916	0
917	0
918	0
919	0
920	0
921	1
922	0
923	3
924	0
925	0
926	0
927	0
928	1
929	0
930	0
931	0
932	2
933	0
934	0
935	0
936	0
937	0
938	2
939	0
940	3
941	0
942	3
943	1
944	2
945	0
946	0
947	2
948	0
949	0
950	0
951	2
952	0
953	0
954	1
955	0
956	3
957	1
958	0
959	0
960	1
961	0
962	0
963	1
964	0
965	1
966	0
967	0
968	1
969	0
970	1
971	1
972	0
973	0
974	0
975	0
976	3
977	1
978	1
979	0
980	1
981	1
982	2
983	1
984	1
985	1
986	1
987	0
988	0
989	0
990	1
991	2
992	0
993	0
994	0
995	0
996	0
997	0
998	2
999	1
1000	0
1001	1
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	2
1010	0
1011	0
1012	0
1013	0
1014	0
1015	3
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
