path	'/Users/Elisa/Documents/GitHub/Phys359/Compton Scattering/al_37deg.Chn'
280	899
281	857
282	908
283	919
284	960
285	876
286	926
287	993
288	984
289	931
290	1004
291	991
292	939
293	1017
294	974
295	957
296	975
297	897
298	953
299	956
300	918
301	942
302	870
303	887
304	869
305	863
306	851
307	830
308	830
309	841
310	855
311	839
312	843
313	797
314	814
315	834
316	838
317	871
318	744
319	871
320	803
321	872
322	837
323	934
324	934
325	896
326	963
327	941
328	963
329	980
330	1010
331	1054
332	1010
333	1066
334	1079
335	1132
336	1178
337	1170
338	1211
339	1203
340	1204
341	1154
342	1098
343	1180
344	1197
345	1155
346	1167
347	1210
348	1167
349	1201
350	1162
351	1153
352	1227
353	1104
354	1068
355	1093
356	1060
357	982
358	958
359	899
360	937
361	913
362	821
363	805
364	809
365	755
366	683
367	741
368	740
369	595
370	600
371	539
372	479
373	437
374	442
375	417
376	373
377	338
378	311
379	279
380	258
381	251
382	211
383	218
384	155
385	132
386	132
387	108
388	98
389	87
390	76
391	72
392	56
393	42
394	33
395	27
396	38
397	23
398	23
399	21
400	19
401	17
402	8
403	8
404	5
405	5
406	10
407	6
408	3
409	7
410	4
411	5
412	6
413	3
414	7
415	8
416	6
417	3
418	3
419	6
420	6
421	5
422	6
423	5
424	5
425	5
426	3
427	8
428	4
429	4
430	7
431	2
432	2
433	6
434	5
435	2
436	4
437	3
438	3
439	6
440	5
441	3
442	4
443	3
444	4
445	9
446	5
447	6
448	1
449	5
450	3
451	6
452	0
453	3
454	3
455	9
456	8
457	6
458	6
459	4
460	2
461	6
462	4
463	7
464	8
465	4
466	4
467	6
468	4
469	4
470	1
471	7
472	8
473	3
474	6
475	3
476	3
477	9
478	10
479	1
480	7
481	1
482	4
483	5
484	3
485	4
486	3
487	4
488	6
489	4
490	5
491	3
492	3
493	7
494	4
495	7
496	4
497	6
498	4
499	6
500	2
501	5
502	4
503	4
504	3
505	6
506	3
507	2
508	6
509	4
510	1
511	13
512	2
513	2
514	2
515	2
516	4
517	9
518	1
519	7
520	4
521	3
522	6
523	3
524	6
525	4
526	1
527	8
528	3
529	5
530	3
531	0
532	3
533	1
534	6
535	5
536	2
537	3
538	3
539	6
540	3
541	4
542	1
543	5
544	3
545	5
546	4
547	4
548	2
549	13
550	3
551	4
552	4
553	4
554	6
555	1
556	2
557	1
558	6
559	4
560	2
561	5
562	2
563	9
564	2
565	4
566	3
567	3
568	2
569	3
570	4
571	3
572	6
573	2
574	6
575	5
576	4
577	2
578	5
579	2
580	1
581	8
582	1
583	1
584	1
585	5
586	2
587	1
588	3
589	4
590	4
591	3
592	4
593	3
594	2
595	5
596	7
597	1
598	2
599	4
600	2
601	1
602	2
603	3
604	3
605	0
606	3
607	4
608	1
609	1
610	2
611	4
612	1
613	8
614	3
615	6
616	2
617	4
618	2
619	3
620	2
621	4
622	1
623	2
624	1
625	7
626	5
627	5
628	5
629	1
630	1
631	5
632	4
633	1
634	2
635	3
636	2
637	2
638	5
639	5
640	2
641	1
642	5
643	5
644	3
645	3
646	2
647	4
648	2
649	5
650	4
651	4
652	3
653	4
654	1
655	4
656	4
657	2
658	3
659	2
660	4
661	0
662	4
663	2
664	1
665	1
666	2
667	0
668	1
669	3
670	2
671	2
672	6
673	5
674	1
675	3
676	0
677	1
678	4
679	2
680	2
681	1
682	4
683	2
684	0
685	4
686	2
687	2
688	1
689	2
690	2
691	2
692	4
693	1
694	3
695	2
696	2
697	1
698	2
699	2
700	2
701	1
702	0
703	0
704	2
705	1
706	0
707	1
708	3
709	2
710	0
711	1
712	2
713	1
714	0
715	0
716	1
717	1
718	2
719	2
720	1
721	3
722	4
723	1
724	2
725	0
726	1
727	2
728	1
729	0
730	0
731	0
732	1
733	0
734	0
735	1
736	4
737	2
738	0
739	2
740	0
741	1
742	2
743	1
744	1
745	2
746	2
747	1
748	3
749	1
750	0
751	2
752	2
753	6
754	1
755	1
756	1
757	1
758	1
759	0
760	2
761	1
762	2
763	3
764	1
765	0
766	2
767	2
768	4
769	1
770	1
771	1
772	1
773	3
774	3
775	2
776	4
777	2
778	3
779	2
780	4
781	4
782	2
783	2
784	2
785	3
786	3
787	4
788	1
789	5
790	4
791	3
792	4
793	3
794	2
795	6
796	6
797	4
798	3
799	3
800	1
801	5
802	2
803	4
804	2
805	2
806	9
807	6
808	6
809	7
810	4
811	2
812	6
813	6
814	2
815	4
816	4
817	3
818	5
819	6
820	2
821	3
822	5
823	6
824	6
825	2
826	0
827	3
828	2
829	2
830	2
831	0
832	1
833	1
834	2
835	0
836	5
837	4
838	2
839	0
840	0
841	2
842	1
843	3
844	1
845	1
846	2
847	0
848	1
849	2
850	1
851	1
852	1
853	1
854	0
855	1
856	1
857	2
858	1
859	0
860	1
861	0
862	0
863	0
864	0
865	0
866	1
867	1
868	0
869	1
870	1
871	1
872	0
873	1
874	0
875	0
876	0
877	0
878	1
879	0
880	0
881	1
882	1
883	0
884	0
885	0
886	0
887	0
888	0
889	1
890	1
891	2
892	1
893	0
894	0
895	1
896	1
897	2
898	0
899	1
900	0
901	1
902	0
903	1
904	1
905	1
906	0
907	2
908	0
909	1
910	0
911	1
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
922	1
923	0
924	0
925	0
926	1
927	0
928	1
929	0
930	0
931	0
932	0
933	0
934	0
935	2
936	1
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	1
950	1
951	2
952	1
953	0
954	0
955	2
956	1
957	2
958	0
959	0
960	1
961	0
962	0
963	0
964	0
965	0
966	1
967	0
968	0
969	0
970	0
971	1
972	1
973	1
974	0
975	0
976	0
977	0
978	0
979	0
980	1
981	0
982	0
983	1
984	0
985	1
986	0
987	0
988	1
989	3
990	0
991	0
992	0
993	0
994	1
995	0
996	1
997	0
998	1
999	0
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	1
1015	0
1016	1
1017	1
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
